seqname,tax_id,species_name
S000736651,407035,Salinicoccus halodurans
S000736652,407036,Sediminibacillus albus
S000736741,407164,Microbulbifer pacificus
S000749523,309788,Lysinibacillus boronitolerans
S000749526,365033,Aureispira marina
S000749581,407019,Sphingomonas astaxanthinifaciens
S000749590,407226,Rubritalea squalenifaciens
S000749599,84643,Agrococcus citreus
S000749600,153730,Agrococcus baldri
S000749603,409290,Arthrobacter oryzae
S000749604,409291,Arthrobacter humicola
S000749610,163359,Acidiferrobacter thiooxydans
S000749691,321846,Pseudomonas simiae
S000749738,376807,Amylolactobacillus amylotrophicus
S000749887,395085,Ligilactobacillus ceti
S000749888,395087,Myroides ceti
S000749904,410837,Pseudarthrobacter defluvii
S000749906,410839,Kaistia geumhonensis
S000749907,410840,Kaistia dalseonensis
S000749908,410841,Kaistia defluvii
S000749951,110937,Rathayibacter festucae
S000749952,59737,Rathayibacter iranicus
S000750001,209649,Ferrithrix thermotolerans
S000750014,416273,Natronomonas moolapensis
S000750186,197614,Streptococcus gallolyticus
S000750198,1334,Streptococcus dysgalactiae
S000750222,356145,Nocardia ninae
S000750251,461876,Alkaliphilus oremlandii
S000750278,375541,Aeromicrobium tamlense
S000750294,379097,Vibrio sinaloensis
S000750307,386414,Prevotella timonensis
S000750360,404236,Maritimibacter alkaliphilus
S000750443,407998,Venenivibrio stagnispumantis
S000750598,411235,Streptacidiphilus melanogenes
S000750658,408066,Aldersonia kunmingensis
S000750659,408067,Yinghuangia seranimata
S000751030,408015,Streptomyces xiamenensis
S000751081,408174,Devosia insulae
S000751126,408558,Comamonas composti
S000751181,408657,Dyadobacter koreensis
S000751218,409998,Leptospira wolffii
S000751231,408753,Clostridiisalibacter paucivorans
S000751629,410072,Coprococcus comes
S000751630,33043,Coprococcus eutactus
S000751640,140100,Vibrio cholerae
S000751806,410755,Mesorhizobium tarimense
S000752001,411361,Halogeometricum pallidum
S000752081,411945,Rhizobium miluonense
S000752125,409322,Treponema pedis
S000752269,412437,Rheinheimera aquimaris
S000752271,412438,Chryseobacterium daeguense
S000752272,412439,Cellulosimicrobium terreum
S000752320,258,Sphingobacterium spiritivorum
S000752329,412417,Streptomonospora arabica
S000752361,40091,Helcococcus kunzii
S000752404,47490,Thermoanaerobacterium aotearoense
S000752405,1391,Aneurinibacillus aneurinilyticus
S000752406,47500,Aneurinibacillus migulanus
S000752407,143495,Aneurinibacillus thermoaerophilus
S000752409,47492,Xanthobacter agilis
S000752410,281,Xanthobacter flavus
S000768314,165179,Prevotella copri
S000768322,363265,Prevotella stercorea
S000768325,369935,Pseudarthrobacter niigatensis
S000768326,369936,Arthrobacter alkaliphilus
S000768330,369940,Sinomonas echigonensis
S000768332,369942,Sinomonas albida
S000768392,398555,Agrilactobacillus composti
S000768394,398758,Alkalibacterium indicireducens
S000768408,414286,Salinivibrio siamensis
S000768409,413968,Halobacterium salinarum
S000768423,416169,Rhodanobacter thiooxydans
S000768457,361500,Anaerococcus degeneri
S000768475,371601,Bacteroides xylanisolvens
S000768476,371602,Aerococcus suis
S000768523,415229,Pseudoxanthomonas spadix
S000768529,415242,Desulfovibrio psychrotolerans
S000768730,644,Aeromonas hydrophila
S000768791,365049,Salinicoccus salsiraiae
S000768792,367840,Salinicoccus luteus
S000768793,372655,Nocardiopsis terrae
S000768797,403962,Azospirillum canadense
S000768803,376427,Halomonas gudaonensis
S000768873,411567,Peptoniphilus gorbachii
S000768874,411570,Peptoniphilus olsenii
S000768875,411577,Anaerococcus murdochii
S000768919,408580,Bacillus coahuilensis
S000768921,414703,Methylorubrum salsuginis
S000769046,413812,Natronococcus jeotgali
S000769047,413810,Halalkalicoccus jeotgali
S000769048,413811,Haloterrigena jeotgali
S000769054,413815,Halorubrum cibi
S000769101,414778,Planococcus donghaensis
S000769159,246167,Vibrio crassostreae
S000769160,296199,Vibrio gigantis
S000769178,414052,Caenispirillum bisanense
S000769180,414049,Pigmentiphaga daeguensis
S000769181,414048,Pedobacter insulae
S000769182,414050,Lysobacter dokdonensis
S000769192,413888,Caldicellulosiruptor hydrothermalis
S000769193,413889,Caldicellulosiruptor kronotskyensis
S000769323,414046,Natronocella acetinitrilica
S000769391,414288,Lutimonas vermicola
S000769392,414289,Gaetbulibacter marinus
S000769402,423477,Veillonella rogosae
S000769535,415010,Pseudonocardia carboxydivorans
S000769569,415425,Flavobacterium terrae
S000769617,415721,Streptomyces synnematoformans
S000769657,79967,Erwinia pyrifoliae
S000769678,416012,Paenibacillus tarimensis
S000769680,416230,Brachybacterium zhongshanense
S000769681,485907,Allorhizobium borbori
S000769687,416017,Kribbella aluminosa
S000769716,416568,Aeromicrobium flavum
S000769742,416943,Paraburkholderia caballeronis
S000769745,416586,Selenomonas bovis
S000769748,416585,Halorubrum californiense
S000769770,396,Rhizobium phaseoli
S000769794,416873,Halomonas arcis
S000769795,416874,Halomonas subterranea
S000769796,416872,Halomonas saccharevitans
S000769859,416955,Parapedobacter soli
S000769893,415849,Solimonas flava
S000770013,373891,Flammeovirga kamogawensis
S000770015,981,Persicobacter diffluens
S000770020,387638,Persicobacter psychrovividus
S000770021,390841,Lentilactobacillus farraginis
S000770024,390842,Lentilactobacillus parafarraginis
S000770030,392416,Companilactobacillus crustorum
S000770058,413712,Sphingomonas pseudosanguinis
S000770102,340172,Virgibacillus olivae
S000770103,404335,Syntrophomonas zehnderi
S000770170,412895,Desulfotomaculum hydrothermale
S000770171,412896,Thermodesulfovibrio hydrogeniphilus
S000770209,28141,Cronobacter sakazakii
S000770653,416170,Azospirillum rugosum
S000774935,361277,Terribacillus saccharophilus
S000774937,361279,Terribacillus halophilus
S000774938,369333,Paenibacillus terrigena
S000774946,384613,Streptococcus dentirousetti
S000774957,413964,Rapidithrix thailandica
S000774968,407975,Prevotella pleuritidis
S000774969,408139,Leptospira kmetyi
S000775279,419186,Natrinema gari
S000775290,265178,Breznakia pachnodae
S000775301,182270,Aurantimonas coralicida
S000775371,380084,Pelosinus propionicus
S000775393,407234,Bieblia vinaykumarii
S000775413,419015,Alloscardovia omnicolens
S000775446,419474,Brucella haematophila
S000775447,419475,Brucella pseudogrignonensis
S000775587,645,Aeromonas salmonicida
S000775789,370407,Ferritrophicum radicicola
S000775813,374177,Altererythrobacter indicus
S000775815,375549,Ensifer mexicanus
S000775830,285558,Streptomyces carpaticus
S000775831,1968,Streptomyces cellulosae
S000775833,66885,Streptomyces daghestanicus
S000775835,66371,Streptomyces fumigatiscleroticus
S000775837,68207,Streptomyces geysiriensis
S000775842,35620,Streptomyces hirsutus
S000775844,52259,Streptomyces humidus
S000775845,285578,Streptomyces angustmyceticus
S000775847,1967,Streptomyces kanamyceticus
S000775849,68225,Streptomyces kunmingensis
S000775851,67315,Streptomyces lavenduligriseus
S000775852,67316,Streptomyces lavendulocolor
S000775858,67319,Streptomyces lucensis
S000775859,67320,Streptomyces luridus
S000775861,173856,Streptomyces luteosporeus
S000775864,35621,Streptomyces mobaraensis
S000775865,285447,Streptomyces naganishii
S000775866,1920,Streptomyces ruanii
S000775873,66428,Streptomyces parvus
S000775876,37480,Streptomyces pluricolorescens
S000775877,36817,Streptomyces pseudogriseolus
S000775882,47758,Streptomyces sulphureus
S000775884,67369,Streptomyces toxytricini
S000775887,67372,Streptomyces variabilis
S000775888,285451,Streptomyces vastus
S000775890,285572,Streptomyces virens
S000775891,1938,Streptomyces viridochromogenes
S000775892,67581,Streptomyces viridosporus
S000775893,43759,Streptomyces wedmorensis
S000775894,68284,Streptomyces werraensis
S000775895,67384,Streptomyces xanthochromogenes
S000775896,67385,Streptomyces xanthophaeus
S000775899,371720,Streptomyces monomycini
S000775900,67258,Streptomyces cavourensis
S000775901,68255,Streptomyces poonensis
S000775903,67333,Streptomyces narbonensis
S000775904,1919,Streptomyces microflavus
S000775905,68243,Streptomyces niveoruber
S000775968,392589,Perlucidibaca piscinae
S000776010,573179,Rhizobium fabae
S000776122,402600,Lentzea xinjiangensis
S000776200,406549,Halorubrum luteum
S000776202,305,Ralstonia solanacearum
S000776208,418240,Blautia wexlerae
S000776258,417745,Shinella kummerowiae
S000776283,418495,Saccharopolyspora shandongensis
S000776302,418854,Filomicrobium insigne
S000776306,419597,Halomonas shengliensis
S000776307,419596,Halomonas daqingensis
S000776332,418522,Saccharopolyspora kobensis
S000776430,453959,Enterococcus camelliae
S000776431,417367,Paenisporosarcina antarctica
S000776474,418699,Azoarcus olearius
S000776475,418702,Azonexus hydrophilus
S000776477,417948,Brevibacterium album
S000776495,418646,Rhodanobacter ginsengisoli
S000776496,418647,Rhodanobacter terrae
S000776520,418707,Methylobacterium iners
S000776521,418708,Methylobacterium aerolatum
S000776534,418701,Litoricola lipolytica
S000776572,418750,Saccharospirillum salsuginis
S000776594,418756,Salinicoccus albus
S000776602,418642,Shewanella haliotis
S000776603,418856,Nevskia soli
S000776650,419208,Veillonella denticariosi
S000776690,419650,Calidifontibacter indicus
S000776817,420233,Sphingobium chinhatense
S000776824,419825,Micromonospora lutea
S000776835,420324,Microvirga lupini
S000776854,419934,Algoriphagus jejuensis
S000776855,419940,Hyunsoonleella jejuensis
S000804201,299480,Piscibacillus salipiscarius
S000804228,377615,Thermobacillus composti
S000804229,379071,Gilvibacter sediminis
S000804230,379073,Sediminibacter furfurosus
S000804233,387090,Phocaeicola coprophilus
S000804268,395922,Coraliomargarita akajimensis
S000804325,412690,Microterricola viridarii
S000804326,412687,Intrasporangium oryzae
S000804327,412689,Humibacillus xanthopallidus
S000804520,360056,Schlesneria paludicola
S000804571,392421,Haloterrigena hispanica
S000804584,402883,Allochromatium renukae
S000804585,402884,Cereibacter changlensis
S000804593,417203,Mycetohabitans endofungorum
S000804609,420955,Sphingobium olei
S000804610,421531,Chryseobacterium luteum
S000804719,423351,Mucilaginibacter paludis
S000804720,423350,Mucilaginibacter gracilis
S000804721,425511,Pedobacter duraquae
S000804722,425512,Pedobacter westerhofensis
S000804723,425513,Pedobacter metabolipauper
S000804724,425514,Pedobacter hartonius
S000804725,430522,Pedobacter steynii
S000804727,425498,Algibacter mikhailovii
S000804872,179467,Oxalicibacterium flavum
S000804932,344998,Hymenobacter psychrotolerans
S000804942,366616,Haematobacter missouriensis
S000804949,1075,Fuscovulum blasticum
S000804995,390637,Modicisalibacter tunisiensis
S000805073,406020,Thiomicrospira microaerophila
S000805318,420402,Marinobacterium rhizophilum
S000805395,447594,Caldanaerobacter uzonensis
S000805416,420412,Clostridium tepidiprofundi
S000805424,417368,Enterococcus thailandicus
S000805548,318464,Clostridium sulfidigenes
S000805577,420998,Jannaschia donghaensis
S000805578,420999,Yoonia litorea
S000805579,421000,Sulfitobacter donghicola
S000805858,421530,Chryseobacterium bovis
S000805862,421525,Chryseobacterium haifense
S000805894,421767,Peribacillus butanolivorans
S000806000,420994,Sphingobium ummariense
S000806001,423541,Desulfotignum toluenicum
S000806061,422442,Terrabacter aerolatus
S000806063,422441,Stenoxybacter acetivorans
S000806199,424218,Georgfuchsia toluolica
S000806201,424188,Streptomyces deccanensis
S000806228,424795,Agromyces terreus
S000806229,424797,Nocardioides terrigena
S000806230,424796,Brevundimonas lenta
S000806231,424800,Sphingomonas insulae
S000806232,424798,Rhizobium soli
S000806233,424799,Roseomonas terrae
S000806268,425006,Cohnella yongneupensis
S000806277,424704,Roseomonas vinacea
S000806345,424758,Chryseoglobus frigidaquae
S000806347,424757,Aureimonas frigidaquae
S000806419,425254,Cellulosilyticum ruminicola
S000806420,426129,Alkaliphilus peptidifermentans
S000806421,426128,Natronincola peptidivorans
S000806423,425677,Labrys wisconsinensis
S000824036,66870,Streptomyces aurantiogriseus
S000824041,366533,Loktanella atrilutea
S000824042,366534,Pseudovibrio japonicus
S000824049,402147,Persicitalea jodogahamensis
S000824050,402596,Nocardioides exalbidus
S000824079,425933,Bacillus polygoni
S000824108,429340,Paenibacillus siamensis
S000824109,429341,Paenibacillus montaniterrae
S000824110,429342,Paenibacillus septentrionalis
S000824152,254410,Bacillus aurantiacus
S000824164,394506,Salirhabdus euzebyi
S000824165,407022,Olivibacter domesticus
S000824198,427072,Bacillus chagannorensis
S000824199,427078,Salsuginibacillus kocurii
S000824200,427333,Herminiimonas saxobsidens
S000824205,429344,Maribacter polysiphoniae
S000824392,374655,Hansschlegelia plantiphila
S000824447,399548,Desulfocurvus vexinensis
S000824488,408577,Methanobacterium veterum
S000824490,418759,Saccharopolyspora cebuensis
S000824511,430453,Marinobacter segnicrescens
S000824529,146537,Streptomyces azureus
S000824533,67331,Streptomyces misionensis
S000824534,67332,Streptomyces mutabilis
S000824535,28894,Streptomyces nitrosporeus
S000824537,68264,Streptomyces rishiriensis
S000824538,66376,Streptomyces spiralis
S000824539,66378,Streptomyces yerevanensis
S000824540,68286,Streptomyces zaomyceticus
S000824541,1908,Streptomyces globisporus
S000824546,284031,Streptomyces flavovariabilis
S000824548,1942,Streptomyces goshikiensis
S000824550,1944,Streptomyces halstedii
S000824552,68247,Streptomyces omiyaensis
S000824554,67267,Streptomyces alboflavus
S000824555,428031,Moritella dasanensis
S000824565,420996,Thalassobaculum litoreum
S000824581,426756,Bhargavaea beijingensis
S000824582,426757,Bhargavaea ginsengi
S000824606,426371,Algoriphagus vanfongensis
S000824638,295428,Flavobacterium cheniae
S000824642,1226757,Streptomyces rapamycinicus
S000824644,1226758,Streptomyces mordarskii
S000824645,998084,Streptomyces himastatinicus
S000824774,426481,Tenacibaculum aiptasiae
S000824782,426716,Nocardia rhamnosiphila
S000824847,427918,Nitriliruptor alkaliphilus
S000824850,427920,Alkalihalobacillus alkalinitrilicus
S000824852,427923,Desulfurivibrio alkaliphilus
S000824942,428988,Flavobacterium lindanitolerans
S000824944,428993,Pseudoxanthomonas indica
S000824948,428992,Pseudomonas panipatensis
S000824949,428991,Novosphingobium panipatense
S000824980,427683,Methylobacterium platani
S000825083,429726,Devosia albogilva
S000825084,429728,Devosia crocina
S000825085,429727,Devosia chinhatensis
S000825160,428712,Jonquetella anthropi
S000825296,626223,Halomonas sabkhae
S000825310,430683,Pedobacter lentus
S000825311,430684,Pedobacter terricola
S000841425,223900,Chromohalobacter japonicus
S000841446,379347,Epibacterium mobile
S000841448,392010,Alicyclobacillus sacchari
S000841449,392011,Alicyclobacillus fastidiosus
S000841450,392012,Alicyclobacillus kakegawensis
S000841452,392014,Alicyclobacillus shizuokensis
S000841454,392016,Alicyclobacillus contaminans
S000841544,404385,Nonomuraea bangladeshensis
S000841569,406515,Perexilibacter aurantiacus
S000841831,1841,Nocardioides albus
S000841832,29299,Nocardioides plantarum
S000841833,2045,Nocardioides simplex
S000841836,2041,Aeromicrobium erythreum
S000841837,60489,Nocardioides nitrophenolicus
S000841838,78327,Pseudomonas mosselii
S000841839,91823,Legionella gresilensis
S000841841,66969,Legionella waltersii
S000841842,165813,Sporanaerobacter acetigenes
S000841843,185139,Rubrobacter taiwanensis
S000841845,207340,Roseomonas mucosa
S000841857,358100,Microbacterium indicum
S000841903,405444,Stenotrophomonas humi
S000841904,405446,Stenotrophomonas terrae
S000841919,412861,Paenibacillus humicus
S000841956,418630,Luteovulum sphaeroides
S000841957,418643,Brevibacterium marinum
S000841971,425309,Halorubrum ejinorense
S000842016,432607,Bacillus isabeliae
S000842173,173560,Saccharothrix algeriensis
S000842174,215580,Schlegelella thermodepolymerans
S000842175,221725,Kitasatospora putterlickiae
S000842177,242698,Thermoanaerobacterium aciditolerans
S000842178,245385,Halomonas koreensis
S000842370,386891,Moraxella bovoculi
S000842382,346665,Moraxella boevrei
S000842383,90240,Moraxella caprae
S000842385,368624,Halorubrum lipolyticum
S000842399,378543,Tumebacillus permanentifrigoris
S000842468,392484,Methylophaga thiooxydans
S000842524,1403243,Bacillus canaveralius
S000842590,241244,Rummeliibacillus stabekisii
S000842633,409316,Halorubrum litoreum
S000842635,431306,Acetobacter ghanensis
S000842665,413497,Cronobacter dublinensis
S000842668,413497,Cronobacter dublinensis
S000842672,413501,Cronobacter muytjensii
S000842704,535744,Cronobacter universalis
S000842708,413503,Cronobacter malonaticus
S000842718,413502,Cronobacter turicensis
S000842719,413497,Cronobacter dublinensis
S000842729,483206,Mesorhizobium caraganae
S000842774,431675,Pseudidiomarina sediminum
S000842814,427926,Dethiobacter alkaliphilus
S000843116,431596,Paenibacillus ginsengihumi
S000843122,84379,Brachyspira alvinipulli
S000843244,433840,Pseudoxanthobacter soli
S000843245,432308,Sphingobium rhizovicinum
S000843247,433654,Nocardioides tritolerans
S000843250,433648,Nocardioides sediminis
S000843253,433664,Nocardioides agariphilus
S000843254,433657,Nocardioides bigeumensis
S000843255,433651,Nocardioides koreensis
S000843257,433659,Nocardioides mesophilus
S000843260,433649,Marmoricola bigeumensis
S000843261,433652,Nocardioides dilutus
S000843262,433660,Nocardioides halotolerans
S000843264,433643,Leifsonia bigeumensis
S000843265,433645,Microbacterium kribbense
S000843266,433646,Parafrigoribacterium mesophilum
S000843267,433647,Cryobacterium mesophilum
S000843269,433641,Pseudolysinimonas kribbensis
S000843279,1001240,Cryobacterium roopkundense
S000843282,433606,Sphingomonas polyaromaticivorans
S000843366,434084,Marinobacterium marisflavi
S000843442,433924,Pseudacidovorax intermedius
S000843517,434347,Kribbella hippodromi
S000843596,435905,Microbulbifer celer
S000843597,435906,Salegentibacter salarius
S000843598,435907,Marinobacter salicampi
S000843599,435908,Pseudidiomarina salinarum
S000843600,435909,Halobacillus campisalis
S000843605,435912,Vibrio porteresiae
S000843614,435880,Algoriphagus hitonicola
S000843615,435897,Lysobacter capsici
S000843644,435914,Fodinicola feengrottensis
S000843766,314344,Mariprofundus ferrooxydans
S000843769,436356,Pedococcus aerophilus
S000843777,271065,Methylotuvimicrobium alcaliphilum
S000843928,2138,Spiroplasma poulsonii
S000843933,42096,Ureaplasma gallorale
S000858355,379069,Galbibacter mesophilus
S000858358,392838,Bacteroides propionicifaciens
S000858362,415212,Janibacter corallicola
S000858426,42197,Actinosynnema pretiosum
S000858469,395598,Pseudomonas reinekei
S000858470,395599,Pseudomonas moorei
S000858471,395600,Pseudomonas mohnii
S000858498,420952,Paraburkholderia bryophila
S000858499,420953,Paraburkholderia megapolitana
S000858503,427754,Humibacter albus
S000858506,434464,Leuconostoc holzapfelii
S000858819,324078,Mesoplasma coleopterae
S000858901,388357,Kocuria turfanensis
S000859031,413403,Vibrio rarus
S000859033,413401,Vibrio comitans
S000859038,413402,Vibrio inusitatus
S000859044,418719,Marinobacter salsuginis
S000859177,439219,Streptococcus henryi
S000859178,439220,Streptococcus caballi
S000859419,437505,Granulosicoccus antarcticus
S000859420,437507,Robiginitomaculum antarcticum
S000859439,564064,Spirosoma rigui
S000859529,438595,Gracilibacillus bigeumensis
S000859530,438596,Salinimicrobium xinjiangense
S000859723,1123352,Tepidimicrobium xylanilyticum
S000859788,351604,Geobacter uraniireducens
S000859834,438745,Halomonas salifodinae
S000859835,438744,Halomonas caseinilytica
S000859891,438033,Ruminococcus gauvreauii
S000859903,554,Pectobacterium odoriferum
S000859919,439611,Hydrogenophaga bisanensis
S000859920,439612,Daeguia caeni
S000859947,437163,Halomicrobium katesii
S000859950,439703,Prevotella maculosa
S000860066,440168,Pelagibacterium luteolum
S000860160,441616,Carboxydothermus siderophilus
S000860164,43357,Kutzneria albida
S000860209,442526,Massilia brevitalea
S000860211,1123067,Rubellimicrobium mesophilum
S000860214,442709,Flavimobilis soli
S000860299,683846,Fervidicoccus fontis
S000860302,442954,Knoellia aerolata
S000860305,442714,Ulvibacter antarcticus
S000860306,442728,Antarcticimonas flava
S000860307,442733,Chryseobacterium marinum
S000860308,442734,Lewinella antarctica
S000860311,444093,Ammonifex thiophilus
S000860315,441209,Rhodobaca barguzinensis
S000860419,443156,Pedococcus dokdonensis
S000860420,443157,Nocardioides hankookensis
S000860500,639313,Hoyosella subflava
S000860544,443610,Devosia geojensis
S000860570,1038928,Streptomyces xinghaiensis
S000860618,444444,Chelatococcus daeguensis
S000870456,231439,Pseudodesulfovibrio portus
S000870473,415996,Shinella yambaruensis
S000870474,415221,Pelagicoccus mobilis
S000870475,415222,Pelagicoccus albus
S000870476,415223,Pelagicoccus litoralis
S000870479,415421,Asaia lannensis
S000870482,417574,Neptunomonas japonica
S000870487,430521,Roseomonas tokyonensis
S000870713,448141,Calditerricola yamamurae
S000870723,1605,Ligilactobacillus animalis
S000870727,1623,Ligilactobacillus ruminis
S000870754,571256,Brucella pituitosa
S000870762,571255,Brucella thiophenivorans
S000870777,571254,Brucella rhizosphaerae
S000870864,446681,Eudoraea adriatica
S000870866,447679,Ekhidna lutea
S000870867,447689,Tenacibaculum soleae
S000870868,561505,Tenacibaculum gallaicum
S000870873,450200,Legionella dresdenensis
S000870874,488446,Burkholderia latens
S000870875,488732,Burkholderia diffusa
S000870876,488730,Burkholderia arboris
S000870877,488731,Burkholderia seminalis
S000870878,488729,Burkholderia metallica
S000870879,260554,Bacillus halotolerans
S000870881,242703,Acidilobus saccharovorans
S000870958,379482,Marinobacter pelagius
S000870960,386892,Frondihabitans australicus
S000870993,390919,Halomonas olivaria
S000871058,395631,Phytobacter diazotrophicus
S000871060,404433,Salinicola socius
S000871061,407188,Pelobacter seleniigenes
S000871062,936456,Desulfurispirillum indicum
S000871078,432329,Deinococcus peraridilitoris
S000871088,422297,Ponticoccus litoralis
S000871089,1121252,Cucumibacter marinus
S000871120,447593,Thermoanaerobacter uzonensis
S000871169,442899,Halolactibacillus alkaliphilus
S000871319,444608,Gryllotalpicola ginsengisoli
S000871527,445961,Chryseobacterium soli
S000871528,445960,Chryseobacterium jejuense
S000871544,446684,Kaistia soli
S000871546,446075,Microbacterium soli
S000871588,446372,Vibrio celticus
S000871589,693153,Vibrio atlanticus
S000871590,446374,Vibrio artabrorum
S000871693,446820,Lentibacillus salinarum
S000871715,446786,Microlunatus aurantiacus
S000871716,446787,Actinopolymorpha rutila
S000871747,446860,Kocuria flava
S000871866,447106,Leptospira licerasiae
S000871871,447421,Halobacillus seohaensis
S000871872,447422,Salegentibacter salinarum
S000871873,189,Novispirillum itersonii
S000871875,80876,Insolitispirillum peregrinum
S000871876,80876,Insolitispirillum peregrinum
S000871880,447424,Halomonas cerina
S000871881,447425,Halomonas nitroreducens
S000871969,453783,Lysobacter soli
S000871970,449461,Nocardioides humi
S000891027,361280,Virgibacillus halophilus
S000891032,375674,Paraferrimonas sedimenticola
S000891048,398843,Rhodococcus kyotonensis
S000891049,403219,Archaeoglobus infectus
S000891056,419590,Nonomuraea maheshkhaliensis
S000891062,424488,Cerasicoccus arenae
S000891125,452286,Mucilaginibacter kameinonensis
S000891132,454144,Persicirhabdus sediminis
S000891134,454146,Roseibacillus ishigakijimensis
S000891135,454147,Roseibacillus ponti
S000891136,454148,Roseibacillus persicicus
S000891139,454151,Luteolibacter algae
S000891141,454153,Luteolibacter pohnpeiensis
S000891159,396056,Halobacillus alkaliphilus
S000891214,444440,Anderseniella baltica
S000891217,444515,Maribacter forsetii
S000891235,446682,Rhodobacter maris
S000891240,451764,Microbacterium luticocti
S000891241,452084,Chryseobacterium aquaticum
S000891774,329937,Helicobacter cynogastricus
S000891828,393538,Salinicoccus iranensis
S000891923,671266,Adlercreutzia caecimuris
S000891929,397260,Sphingomonas sanxanigenens
S000891954,399363,Salinicoccus kunmingensis
S000891956,400092,Pontibacter korlensis
S000892114,436000,Anaerobranca zavarzinii
S000892251,449974,Chelativorans oligotrophicus
S000892252,449973,Chelativorans multitrophicus
S000892309,443615,Pseudoxanthomonas sacheonensis
S000892310,443616,Rheinheimera soli
S000892500,449520,Campylobacter canadensis
S000892534,450378,Croceicoccus marinus
S000892535,450380,Microbacterium profundi
S000892544,450364,Luteimonas aquatica
S000892545,450363,Nocardioides fonticola
S000892546,450362,Paenibacillus contaminans
S000892547,450366,Vogesella perlucida
S000892548,451637,Pseudogulbenkiania subflava
S000892728,450734,Nocardioides dokdonensis
S000892788,451374,Rudanella lutea
S000893171,451513,Mangrovibacter plantisponsor
S000893188,558021,Chryseobacterium aquifrigidense
S000893191,43776,Haloarcula argentinensis
S000893195,29282,Haloarcula japonica
S000893198,28442,Haloarcula vallismortis
S000893200,57705,Halomicrobium mukohataei
S000893203,2238,Haloarcula marismortui
S000893255,452565,Anoxybacillus mongoliensis
S000893281,452529,Streptomyces scopuliridis
S000893289,452922,Xenophilus aerolatus
S000893294,453836,Glutamicibacter soli
S000893297,454586,Pedobacter agri
S000893300,453838,Marinobacter goseongensis
S000893301,453846,Sphingomonas aestuarii
S000893303,453842,Paracoccus aestuarii
S000893304,453837,Luteimonas aestuarii
S000893305,453835,Alishewanella aestuarii
S000893306,453851,Henriciella marina
S000893307,453852,Joostella marina
S000893309,452982,Roseomonas aerilata
S000893321,452979,Kineococcus gynurae
S000893379,449463,Actibacter sediminis
S000893393,453575,Pusillimonas ginsengisoli
S000893430,453963,Microbulbifer halophilus
S000893445,453960,Sulfobacillus benefaciens
S000893501,454006,Chryseobacterium hungaricum
S000893515,453831,Saccharopolyspora qijiaojingensis
S000893518,453816,Bdellovibrio exovorus
S000893528,453817,Massilia aerilata
S000893639,451457,Lactococcus chungangensis
S000893640,1365,Lactococcus plantarum
S000893641,1366,Lactococcus raffinolactis
S000893696,454601,Maritalea myrionectae
S000893697,454598,Salinisphaera dokdonensis
S000893721,53394,Thiodictyon elegans
S000893722,53393,Thiodictyon bacillosum
S000893771,455344,Saccharopolyspora gloriosae
S000893772,455343,Micrococcus endophyticus
S000893790,455360,Thalassobaculum salexigens
S000893843,455361,Roseococcus suduntuyensis
S000901480,359365,Sporosarcina saromensis
S000901482,360184,Halobacillus faecis
S000901483,360185,Amphibacillus sediminis
S000901484,379075,Sediminitomix flava
S000901488,396716,Ligilactobacillus hayakitensis
S000901683,458204,Rubritalea sabuli
S000901725,355243,Amphritea atlantica
S000901758,395930,Devosia subaequoris
S000901759,413713,Tenacibaculum adriaticum
S000901776,456299,Chryseobacterium gregarium
S000901778,466109,Biostraticola tofi
S000901781,457921,Massilia varians
S000901783,457923,Massilia haematophila
S000901784,458208,Mycoplasmopsis mucosicanis
S000901904,459519,Ancylobacter oerskovii
S000901905,459816,Microbacterium aquimaris
S000901921,460086,Kribbella catacumbae
S000901923,460087,Kribbella sancticallisti
S000901932,460873,Sulfurihydrogenibium kristjanssonii
S000902167,404405,Azospira restricta
S000902198,411959,Virgibacillus chiguensis
S000902557,455193,Saccharopolyspora antimicrobica
S000902579,1404341,Sphingobium scionense
S000902611,456490,Cohnella phaseoli
S000902612,456493,Saccharibacillus sacchari
S000902719,456455,Bizionia argentinensis
S000902734,457173,Phenylobacterium composti
S000902809,82633,Cupriavidus pauculus
S000902812,28095,Burkholderia gladioli
S000902853,980427,Deinococcus wulumuqiensis
S000902981,457502,Polaromonas jejuensis
S000903060,458836,Paraburkholderia sediminicola
S000903062,459471,Flavobacterium tiangeerense
S000903063,459472,Planococcus glaciei
S000903064,458197,Serratia nematodiphila
S000903067,1121298,Clostridium amylolyticum
S000903108,459525,Fictibacillus solisalsi
S000903109,459526,Flavobacterium anhuiense
S000903110,459527,Saccharibacillus kuerlensis
S000903111,459528,Pseudomonas duriflava
S000903112,459529,Sphingobacterium siyangense
S000903294,528178,Neorhizobium alkalisoli
S000903329,460060,Mesorhizobium shangrilense
S000903348,462372,Sphingopyxis panaciterrulae
S000925333,269660,Methylobacterium brachiatum
S000925427,374424,Methylobacterium gregans
S000925428,374425,Methylobacterium komagatae
S000925429,374426,Methylobacterium persicinum
S000925432,374432,Methylobacterium tardum
S000925450,133448,Citrobacter youngae
S000925464,430797,Rubritalea spongiae
S000925465,430798,Rubritalea tangerina
S000925467,431270,Pelagicoccus croceus
S000925468,435289,Lysobacter spongiicola
S000925473,445931,Prosthecobacter fluviatilis
S000925487,452623,Pseudoclavibacter soli
